"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"136","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","figure things out","KINDA",0.5
"137","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","get scared","YES",1
"138","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","see","KINDA",0.5
"139","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","feel sick","YES",1
"140","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","get thirsty","KINDA",0.5
"141","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","smell things","YES",1
"142","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","please click kinda","KINDA",0.5
"143","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","know stuff","YES",1
"144","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","feel happy","KINDA",0.5
"145","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","feel hungry","YES",1
"146","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","think","KINDA",0.5
"147","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_robots","robots","please choose yes","YES",1
"148","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","think","YES",1
"149","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","feel hungry","KINDA",0.5
"150","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","feel happy","YES",1
"151","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","know stuff","KINDA",0.5
"152","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","please click kinda","YES",1
"153","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","smell things","KINDA",0.5
"154","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","get thirsty","YES",1
"155","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","please choose yes","KINDA",0.5
"156","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","feel sick","YES",1
"157","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","see","KINDA",0.5
"158","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","get scared","YES",1
"159","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","figure things out","KINDA",0.5
"160","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","feel tired","KINDA",0.5
"161","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","get lonely","YES",1
"162","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","hate someone","KINDA",0.5
"163","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","remember things","YES",1
"164","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","please select no","KINDA",0.5
"165","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","get sad","YES",1
"166","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","feel sorry","KINDA",0.5
"167","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","hear","YES",1
"168","R-122SC2CkwO6Lx6H","180","adjustment for intake of fruit and vegetables, smoking, alcohol consumption, physical activity, age, education, and profession","0","25","f","white","christianity","this survey nice","R-122SC2CkwO6Lx6H_beetles","beetles","love someone","KINDA",0.5
"169","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","know stuff","YES",1
"170","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","feel sorry","NO",0
"171","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","get thirsty","NO",0
"172","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","remember things","YES",1
"173","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","please select no","NO",0
"174","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","get scared","NO",0
"175","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","smell things","KINDA",0.5
"176","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","feel tired","NO",0
"177","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","get sad","NO",0
"178","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","get lonely","NO",0
"179","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","love someone","NO",0
"180","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","feel hungry","NO",0
"181","R-1C2eTTRtNuwKRGP","267","I selected the answers that reflected my knowledge of beetles and robots","1","1948","f","white","not_religious","Thank you for the opportunity to respond to your survey and best of luck on your project!","R-1C2eTTRtNuwKRGP_robots","robots","see","YES",1
